id,gatewayId,containerTemperature1,containerTemperatureSensorId1,containerTemperature2,containerTemperatureSensorId2,containerTemperature3,containerTemperatureSensorId3,humidityValue,humidityTemperature,humiditySensorId,hvacStateOn,hvacStateValue,hvacActuatorId,currentClampValue,currentClampSensorId,externalTemperature,externalTemperatureId,parcelTemperature,parcelTemperatureSensorId,timestamp
-1,GATEWAY,28.13,80_00_00_00_00_01,27.16,80_00_00_00_00_02,22.56,80_00_00_00_00_03,11.67,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.93,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:23:53"
-1,GATEWAY,28.13,80_00_00_00_00_01,27.16,80_00_00_00_00_02,22.62,80_00_00_00_00_03,11.56,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.94,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:23:55"
-1,GATEWAY,28.13,80_00_00_00_00_01,27.16,80_00_00_00_00_02,22.62,80_00_00_00_00_03,11.56,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.94,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:23:59"
-1,GATEWAY,28.13,80_00_00_00_00_01,27.16,80_00_00_00_00_02,22.62,80_00_00_00_00_03,11.56,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.94,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:24:04"
-1,GATEWAY,28.13,80_00_00_00_00_01,27.16,80_00_00_00_00_02,22.62,80_00_00_00_00_03,11.56,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.94,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:24:09"
-1,GATEWAY,19.17,80_00_00_00_00_01,27.19,80_00_00_00_00_02,22.65,80_00_00_00_00_03,11.53,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.94,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:24:14"
-1,GATEWAY,19.17,80_00_00_00_00_01,27.19,80_00_00_00_00_02,22.65,80_00_00_00_00_03,11.53,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.94,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:24:19"
-1,GATEWAY,19.17,80_00_00_00_00_01,27.19,80_00_00_00_00_02,22.65,80_00_00_00_00_03,11.53,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.94,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:24:24"
-1,GATEWAY,19.17,80_00_00_00_00_01,27.19,80_00_00_00_00_02,22.65,80_00_00_00_00_03,11.53,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.94,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:24:29"
-1,GATEWAY,28.19,80_00_00_00_00_01,27.2,80_00_00_00_00_02,22.67,80_00_00_00_00_03,11.51,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.95,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:24:34"
-1,GATEWAY,28.19,80_00_00_00_00_01,27.2,80_00_00_00_00_02,22.67,80_00_00_00_00_03,11.51,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.95,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:24:39"
-1,GATEWAY,28.19,80_00_00_00_00_01,27.2,80_00_00_00_00_02,22.67,80_00_00_00_00_03,11.51,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.95,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:24:44"
-1,GATEWAY,28.19,80_00_00_00_00_01,27.2,80_00_00_00_00_02,22.67,80_00_00_00_00_03,11.51,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.95,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:24:49"
-1,GATEWAY,28.22,80_00_00_00_00_01,27.22,80_00_00_00_00_02,22.69,80_00_00_00_00_03,11.49,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.95,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:24:54"
-1,GATEWAY,28.22,80_00_00_00_00_01,27.22,80_00_00_00_00_02,22.69,80_00_00_00_00_03,11.49,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.95,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:24:59"
-1,GATEWAY,28.22,80_00_00_00_00_01,27.22,80_00_00_00_00_02,22.69,80_00_00_00_00_03,11.49,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.95,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:25:04"
-1,GATEWAY,28.22,80_00_00_00_00_01,27.22,80_00_00_00_00_02,22.69,80_00_00_00_00_03,11.49,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.95,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:25:09"
-1,GATEWAY,28.25,80_00_00_00_00_01,27.24,80_00_00_00_00_02,22.72,80_00_00_00_00_03,11.48,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.96,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:25:14"
-1,GATEWAY,28.25,80_00_00_00_00_01,27.24,80_00_00_00_00_02,22.72,80_00_00_00_00_03,11.48,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.96,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:25:19"
-1,GATEWAY,28.25,80_00_00_00_00_01,27.24,80_00_00_00_00_02,22.72,80_00_00_00_00_03,11.48,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.96,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:25:24"
-1,GATEWAY,28.25,80_00_00_00_00_01,27.24,80_00_00_00_00_02,22.72,80_00_00_00_00_03,11.48,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.96,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:25:29"
-1,GATEWAY,28.29,80_00_00_00_00_01,27.26,80_00_00_00_00_02,22.76,80_00_00_00_00_03,11.47,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.97,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:25:34"
-1,GATEWAY,28.29,80_00_00_00_00_01,27.26,80_00_00_00_00_02,22.76,80_00_00_00_00_03,11.47,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.97,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:25:39"
-1,GATEWAY,28.29,80_00_00_00_00_01,27.26,80_00_00_00_00_02,22.76,80_00_00_00_00_03,11.47,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.97,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:25:44"
-1,GATEWAY,28.29,80_00_00_00_00_01,27.26,80_00_00_00_00_02,22.76,80_00_00_00_00_03,11.47,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.97,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:25:49"
-1,GATEWAY,28.32,80_00_00_00_00_01,27.28,80_00_00_00_00_02,22.79,80_00_00_00_00_03,11.46,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.98,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:25:54"
-1,GATEWAY,28.32,80_00_00_00_00_01,27.28,80_00_00_00_00_02,22.79,80_00_00_00_00_03,11.46,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.98,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:25:59"
-1,GATEWAY,28.32,80_00_00_00_00_01,27.28,80_00_00_00_00_02,22.79,80_00_00_00_00_03,11.46,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.98,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:26:04"
-1,GATEWAY,28.32,80_00_00_00_00_01,27.28,80_00_00_00_00_02,22.79,80_00_00_00_00_03,11.46,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.98,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:26:09"
-1,GATEWAY,28.35,80_00_00_00_00_01,27.3,80_00_00_00_00_02,22.82,80_00_00_00_00_03,11.47,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.98,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:26:14"
-1,GATEWAY,28.35,80_00_00_00_00_01,27.3,80_00_00_00_00_02,22.82,80_00_00_00_00_03,11.47,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.98,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:26:19"
-1,GATEWAY,28.35,80_00_00_00_00_01,27.3,80_00_00_00_00_02,22.82,80_00_00_00_00_03,11.47,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.98,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:26:24"
-1,GATEWAY,28.35,80_00_00_00_00_01,27.3,80_00_00_00_00_02,22.82,80_00_00_00_00_03,11.47,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.98,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:26:29"
-1,GATEWAY,28.37,80_00_00_00_00_01,27.32,80_00_00_00_00_02,22.84,80_00_00_00_00_03,11.47,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.99,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:26:34"
-1,GATEWAY,28.37,80_00_00_00_00_01,27.32,80_00_00_00_00_02,22.84,80_00_00_00_00_03,11.47,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.99,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:26:39"
-1,GATEWAY,28.37,80_00_00_00_00_01,27.32,80_00_00_00_00_02,22.84,80_00_00_00_00_03,11.47,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.99,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:26:44"
-1,GATEWAY,28.37,80_00_00_00_00_01,27.32,80_00_00_00_00_02,22.84,80_00_00_00_00_03,11.47,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,3.99,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:26:49"
-1,GATEWAY,28.4,80_00_00_00_00_01,27.33,80_00_00_00_00_02,22.87,80_00_00_00_00_03,11.47,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:26:54"
-1,GATEWAY,28.4,80_00_00_00_00_01,27.33,80_00_00_00_00_02,22.87,80_00_00_00_00_03,11.47,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:26:59"
-1,GATEWAY,28.4,80_00_00_00_00_01,27.33,80_00_00_00_00_02,22.87,80_00_00_00_00_03,11.47,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:27:04"
-1,GATEWAY,28.4,80_00_00_00_00_01,27.33,80_00_00_00_00_02,22.87,80_00_00_00_00_03,11.47,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:27:09"
-1,GATEWAY,28.42,80_00_00_00_00_01,27.34,80_00_00_00_00_02,22.89,80_00_00_00_00_03,11.47,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.01,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:27:14"
-1,GATEWAY,28.42,80_00_00_00_00_01,27.34,80_00_00_00_00_02,22.89,80_00_00_00_00_03,11.47,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.01,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:27:19"
-1,GATEWAY,28.42,80_00_00_00_00_01,27.34,80_00_00_00_00_02,22.89,80_00_00_00_00_03,11.47,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.01,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:27:24"
-1,GATEWAY,28.42,80_00_00_00_00_01,27.34,80_00_00_00_00_02,22.89,80_00_00_00_00_03,11.47,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.01,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:27:29"
-1,GATEWAY,28.43,80_00_00_00_00_01,27.35,80_00_00_00_00_02,22.91,80_00_00_00_00_03,11.48,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.01,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:27:34"
-1,GATEWAY,28.43,80_00_00_00_00_01,27.35,80_00_00_00_00_02,22.91,80_00_00_00_00_03,11.48,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.01,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:27:39"
-1,GATEWAY,28.43,80_00_00_00_00_01,27.35,80_00_00_00_00_02,22.91,80_00_00_00_00_03,11.48,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.01,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:27:44"
-1,GATEWAY,28.43,80_00_00_00_00_01,27.35,80_00_00_00_00_02,22.91,80_00_00_00_00_03,11.48,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.01,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:27:49"
-1,GATEWAY,28.45,80_00_00_00_00_01,27.36,80_00_00_00_00_02,22.93,80_00_00_00_00_03,11.48,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.02,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:27:54"
-1,GATEWAY,28.45,80_00_00_00_00_01,27.36,80_00_00_00_00_02,22.93,80_00_00_00_00_03,11.48,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.02,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:27:59"
-1,GATEWAY,28.45,80_00_00_00_00_01,27.36,80_00_00_00_00_02,22.93,80_00_00_00_00_03,11.48,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.02,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:28:04"
-1,GATEWAY,28.45,80_00_00_00_00_01,27.36,80_00_00_00_00_02,22.93,80_00_00_00_00_03,11.48,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.02,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:28:09"
-1,GATEWAY,28.46,80_00_00_00_00_01,27.37,80_00_00_00_00_02,22.94,80_00_00_00_00_03,11.48,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.02,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:28:14"
-1,GATEWAY,28.46,80_00_00_00_00_01,27.37,80_00_00_00_00_02,22.94,80_00_00_00_00_03,11.48,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.02,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:28:19"
-1,GATEWAY,28.46,80_00_00_00_00_01,27.37,80_00_00_00_00_02,22.94,80_00_00_00_00_03,11.48,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.02,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:28:24"
-1,GATEWAY,28.46,80_00_00_00_00_01,27.37,80_00_00_00_00_02,22.94,80_00_00_00_00_03,11.48,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.02,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:28:29"
-1,GATEWAY,28.47,80_00_00_00_00_01,27.38,80_00_00_00_00_02,22.96,80_00_00_00_00_03,11.48,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.03,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:28:34"
-1,GATEWAY,28.47,80_00_00_00_00_01,27.38,80_00_00_00_00_02,22.96,80_00_00_00_00_03,11.48,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.03,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:28:39"
-1,GATEWAY,28.47,80_00_00_00_00_01,27.38,80_00_00_00_00_02,22.96,80_00_00_00_00_03,11.48,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.03,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:28:44"
-1,GATEWAY,28.47,80_00_00_00_00_01,27.38,80_00_00_00_00_02,22.96,80_00_00_00_00_03,11.48,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.03,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:28:49"
-1,GATEWAY,28.48,80_00_00_00_00_01,27.38,80_00_00_00_00_02,22.97,80_00_00_00_00_03,11.49,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.04,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:28:54"
-1,GATEWAY,28.48,80_00_00_00_00_01,27.38,80_00_00_00_00_02,22.97,80_00_00_00_00_03,11.49,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.04,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:28:59"
-1,GATEWAY,28.48,80_00_00_00_00_01,27.38,80_00_00_00_00_02,22.97,80_00_00_00_00_03,11.49,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.04,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:29:04"
-1,GATEWAY,28.48,80_00_00_00_00_01,27.38,80_00_00_00_00_02,22.97,80_00_00_00_00_03,11.49,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.04,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:29:09"
-1,GATEWAY,28.48,80_00_00_00_00_01,27.39,80_00_00_00_00_02,22.98,80_00_00_00_00_03,11.49,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.04,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:29:14"
-1,GATEWAY,28.48,80_00_00_00_00_01,27.39,80_00_00_00_00_02,22.98,80_00_00_00_00_03,11.49,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.04,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:29:19"
-1,GATEWAY,28.48,80_00_00_00_00_01,27.39,80_00_00_00_00_02,22.98,80_00_00_00_00_03,11.49,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.04,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:29:24"
-1,GATEWAY,28.48,80_00_00_00_00_01,27.39,80_00_00_00_00_02,22.98,80_00_00_00_00_03,11.49,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.04,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:29:29"
-1,GATEWAY,28.49,80_00_00_00_00_01,27.39,80_00_00_00_00_02,22.99,80_00_00_00_00_03,11.49,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.05,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:29:34"
-1,GATEWAY,28.49,80_00_00_00_00_01,27.39,80_00_00_00_00_02,22.99,80_00_00_00_00_03,11.49,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.05,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:29:39"
-1,GATEWAY,28.49,80_00_00_00_00_01,27.39,80_00_00_00_00_02,22.99,80_00_00_00_00_03,11.49,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.05,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:29:44"
-1,GATEWAY,28.49,80_00_00_00_00_01,27.39,80_00_00_00_00_02,22.99,80_00_00_00_00_03,11.49,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.05,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:29:49"
-1,GATEWAY,28.49,80_00_00_00_00_01,27.4,80_00_00_00_00_02,23,80_00_00_00_00_03,11.5,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.05,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:29:54"
-1,GATEWAY,28.49,80_00_00_00_00_01,27.4,80_00_00_00_00_02,23,80_00_00_00_00_03,11.5,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.05,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:29:59"
-1,GATEWAY,28.49,80_00_00_00_00_01,27.4,80_00_00_00_00_02,23,80_00_00_00_00_03,11.5,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.05,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:30:04"
-1,GATEWAY,28.49,80_00_00_00_00_01,27.4,80_00_00_00_00_02,23,80_00_00_00_00_03,11.5,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.05,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:30:09"
-1,GATEWAY,28.49,80_00_00_00_00_01,27.4,80_00_00_00_00_02,23.01,80_00_00_00_00_03,11.5,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.06,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:30:14"
-1,GATEWAY,28.49,80_00_00_00_00_01,27.4,80_00_00_00_00_02,23.01,80_00_00_00_00_03,11.5,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.06,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:30:19"
-1,GATEWAY,28.49,80_00_00_00_00_01,27.4,80_00_00_00_00_02,23.01,80_00_00_00_00_03,11.5,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.06,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:30:24"
-1,GATEWAY,28.49,80_00_00_00_00_01,27.4,80_00_00_00_00_02,23.01,80_00_00_00_00_03,11.5,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.06,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:30:30"
-1,GATEWAY,28.49,80_00_00_00_00_01,27.4,80_00_00_00_00_02,23.02,80_00_00_00_00_03,11.5,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.06,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:30:34"
-1,GATEWAY,28.49,80_00_00_00_00_01,27.4,80_00_00_00_00_02,23.02,80_00_00_00_00_03,11.5,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.06,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:30:39"
-1,GATEWAY,28.49,80_00_00_00_00_01,27.4,80_00_00_00_00_02,23.02,80_00_00_00_00_03,11.5,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.06,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:30:44"
-1,GATEWAY,28.49,80_00_00_00_00_01,27.4,80_00_00_00_00_02,23.02,80_00_00_00_00_03,11.5,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.06,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:30:49"
-1,GATEWAY,28.49,80_00_00_00_00_01,27.4,80_00_00_00_00_02,23.03,80_00_00_00_00_03,11.5,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.07,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:30:54"
-1,GATEWAY,28.49,80_00_00_00_00_01,27.4,80_00_00_00_00_02,23.03,80_00_00_00_00_03,11.5,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.07,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:30:59"
-1,GATEWAY,28.49,80_00_00_00_00_01,27.4,80_00_00_00_00_02,23.03,80_00_00_00_00_03,11.5,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.07,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:31:04"
-1,GATEWAY,28.49,80_00_00_00_00_01,27.4,80_00_00_00_00_02,23.03,80_00_00_00_00_03,11.5,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.07,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:31:11"
-1,GATEWAY,28.49,80_00_00_00_00_01,27.4,80_00_00_00_00_02,23.03,80_00_00_00_00_03,11.5,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.07,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:31:14"
-1,GATEWAY,28.49,80_00_00_00_00_01,27.4,80_00_00_00_00_02,23.03,80_00_00_00_00_03,11.5,0,80_00_00_00_02_01,1,15,80_00_00_00_05_01,4.07,80_00_00_00_03_01,35,80_00_00_00_04_01,25,80_00_00_00_01_01,"2014-07-10 10:31:19"
