@RELATION RapidMinerData

@ATTRIBUTE 'temperatureInfrastructureSensor1' real
@ATTRIBUTE 'temperatureInfrastructureSensor2' real
@ATTRIBUTE 'temperatureInfrastructureSensor3' real
@ATTRIBUTE 'externalTemperature' real
@ATTRIBUTE 'temperatureParcel' real
@ATTRIBUTE 'humidityInfrastructureSensor' real
@ATTRIBUTE 'currentClampValue' real
@ATTRIBUTE 'hvacStateOn' real
@ATTRIBUTE 'hvacStateValue' real
@ATTRIBUTE 'time' date 'yyyy-MM-dd HH:mm:ss'

@DATA
20.52689119108362,25.036521597547413,25.024412070890456,34.99999999999994,20.52689119108362,30.50140891120314,0.0,0.0,0.0,'2014-10-17 16:30:40'
20.613309789054295,25.005615861429703,21.918933485923635,34.99999999999516,20.613309789054295,30.516469264694518,0.0,0.0,0.0,'2014-10-17 16:30:55'
20.631888592554603,25.16354974278888,22.114028496501305,34.99999999998885,20.631888592554603,30.52420738235567,0.0,0.0,0.0,'2014-10-17 16:31:10'
20.666016382899702,25.370307879692206,22.4106617871688,34.99999999997616,20.666016382899702,30.536256629774915,0.0,0.0,0.0,'2014-10-17 16:31:25'
20.68968670660902,25.493016628840017,22.59848295690321,34.99999999996657,20.68968670660902,30.5436791654645,0.0,0.0,0.0,'2014-10-17 16:31:40'
20.742440609653624,25.70738330551139,22.94162013585111,34.9999999999467,20.742440609653624,30.559008610563584,0.0,0.0,0.0,'2014-10-17 16:31:55'
20.773162015653572,25.895074699234737,23.106672753761764,34.99999999993738,20.773162015653572,30.566919124111557,0.0,0.0,0.0,'2014-10-17 16:32:10'
20.840384797714687,25.9824575986554,23.408900863107796,34.99999999991863,20.840384797714687,30.58283924699482,0.0,0.0,0.0,'2014-10-17 16:32:25'
20.876559437350117,26.064459853244482,23.554402872803728,34.999999999909775,20.876559437350117,30.590446770554486,0.0,0.0,0.0,'2014-10-17 16:32:40'
20.957432440284034,26.210467984184497,23.820994224357843,34.999999999894015,20.957432440284034,30.606151363689406,0.0,0.0,0.0,'2014-10-17 16:32:55'
20.997574165840284,26.33407988325431,23.943181476862303,34.99999999988627,20.997574165840284,30.61384464415587,0.0,0.0,0.0,'2014-10-17 16:33:10'
21.09255372538936,26.395595303016325,24.173664358594145,34.999999999872934,21.09255372538936,30.629719985285828,0.0,0.0,0.0,'2014-10-17 16:33:25'
21.14022640963823,26.503451884798135,24.288036228662477,34.99999999986623,21.14022640963823,30.63749379855884,0.0,0.0,0.0,'2014-10-17 16:33:40'
21.239950794653,26.553378210979297,24.488084360548235,34.999999999854694,21.239950794653,30.653116487481704,0.0,0.0,0.0,'2014-10-17 16:33:55'
21.2890301570259,26.603329693597157,24.590417345684852,34.9999999998489,21.2890301570259,30.660964219060116,0.0,0.0,0.0,'2014-10-17 16:34:10'
21.384569419044333,26.6781892671491,24.746366540587264,34.99999999984,21.384569419044333,30.674650030640834,0.0,0.0,0.0,'2014-10-17 16:34:25'
21.430682494692427,26.755755012312626,24.839289582835068,34.99999999983497,21.430682494692427,30.68256077695169,0.0,0.0,0.0,'2014-10-17 16:34:40'
21.545748919123245,26.794153790333432,24.994151031678204,34.9999999998268,21.545748919123245,30.6976094719405,0.0,0.0,0.0,'2014-10-17 16:34:55'
21.606038315758795,26.83285168278281,25.0785112460605,34.99999999982246,21.606038315758795,30.70600267278485,0.0,0.0,0.0,'2014-10-17 16:35:10'
21.722563700969303,26.905448382877818,25.238970402355335,34.999999999814634,21.722563700969303,30.72243411042137,0.0,0.0,0.0,'2014-10-17 16:35:25'
21.77852521146935,26.936223813691434,25.307829435285736,34.999999999811294,21.77852521146935,30.730045743065727,0.0,0.0,0.0,'2014-10-17 16:35:40'
21.888466176449963,26.989921649608494,25.429097959192347,34.99999999980558,21.888466176449963,30.744044376465443,0.0,0.0,0.0,'2014-10-17 16:35:55'
21.945482720696038,27.047842951730786,25.499652255370815,34.999999999802355,21.945482720696038,30.75255523395465,0.0,0.0,0.0,'2014-10-17 16:36:10'
22.066638103365673,27.075399322711643,25.624765392826344,34.99999999979683,22.066638103365673,30.768351613284462,0.0,0.0,0.0,'2014-10-17 16:36:25'
22.11788987613519,27.12262309962346,25.686454358167133,34.99999999979407,22.11788987613519,30.776916978731386,0.0,0.0,0.0,'2014-10-17 16:36:40'
22.243173611778527,27.149258583763537,25.795883341859405,34.999999999789715,22.243173611778527,30.791519490072147,0.0,0.0,0.0,'2014-10-17 16:36:55'
22.304305429581103,27.199026822836892,25.856110512446566,34.99999999978733,22.304305429581103,30.8001327408232,0.0,0.0,0.0,'2014-10-17 16:37:10'
22.42655585048168,27.221117145716153,25.963433147520703,34.999999999783256,22.42655585048168,30.816111334838325,0.0,0.0,0.0,'2014-10-17 16:37:25'
22.484391562333148,27.266131966185363,26.01659973742875,34.99999999978123,22.484391562333148,30.824771403338286,0.0,0.0,0.0,'2014-10-17 16:37:40'
22.61257362236255,27.289021080992377,26.12189426880883,34.99999999977758,22.61257362236255,30.841702901746086,0.0,0.0,0.0,'2014-10-17 16:37:55'
22.66366771398778,27.311408729906436,26.17400718143943,34.99999999977584,22.66366771398778,30.849972058152986,0.0,0.0,0.0,'2014-10-17 16:38:10'
22.790820849089535,27.350558895887595,26.264815846699513,34.999999999772974,22.790820849089535,30.86611194564483,0.0,0.0,0.0,'2014-10-17 16:38:25'
22.847725312405657,27.390464759442892,26.31369338338734,34.9999999997715,22.847725312405657,30.87485572305447,0.0,0.0,0.0,'2014-10-17 16:38:40'
